division,year,disaster_number,incident_number,incident_name,start_date,fiscal_year,incident_state,disaster_type,disaster_level,total_destroyed_major,total_units_affected,verified_deaths,verified_hospitalized_ill_injured,total_client_shelters_opened,total_overnight_shelter_stays,x_new_shelter_registrations,total_volunters
Pacific,2000,280-00,8655,"CORDOVA, AK 1/00 AVALANCHE",1/26/00,2000,AK,BLI,2,15,16,2,4,1,0,27,13
Northeast,2000,281-00,8656,"FRAMINGHAM, MA 1/00 MFF",1/28/00,2000,MA,FIR,1,11,11,0,0,0,0,0,7
SE and Caribbean,2000,282-00,8659,"HATTIESBURG, MS 1/00 MFF",1/28/00,2000,MS,FIR,2,8,8,0,0,0,0,0,3
Northeast,2000,284-00,8657,"SPRINGFIELD, MA 1/00 MFF",1/28/00,2000,MA,FIR,2,16,16,0,2,0,0,0,6
SE and Caribbean,2000,289-00,8660,"BIRMINGHAM, AL1/00 MFF",1/28/00,2000,AL,FIR,1,64,64,0,0,1,0,29,14
SE and Caribbean,2000,293-00,8658,"UNION, MS 1/00 MFF",1/28/00,2000,MS,FIR,2,8,8,0,0,0,0,0,2
Northeast,2000,283-00,8661,"ST JOHNSBURY, VT 1/00 MFF",1/29/00,2000,VT,FIR,2,12,12,3,0,0,0,0,13
Pacific,2000,285-00,8662,ALASKAAIR 261 CRASH 1/00CA,1/31/00,2000,CA,TRA,4,0,0,0,0,0,0,0,515
Northeast,2000,286-00,8663,"CAMDEN CITY, NJ 1/00 MFF",1/31/00,2000,NJ,FIR,2,28,28,1,6,0,0,0,12
Northeast,2000,288-00,8664,"PASSAIC, NJ 2/00 MFF",2/1/00,2000,NJ,FIR,2,6,37,0,2,1,0,40,49
North Central,2000,291-00,8665,"RACINE, WI 2/00 MFF",2/1/00,2000,WI,FIR,2,32,102,0,14,0,0,0,12
SE and Caribbean,2000,292-00,8666,"NASHVILLE, TN 2/00 MFF",2/1/00,2000,TN,FIR,1,11,15,0,0,0,0,0,9
Northeast,2000,364-00,8667,"ISLIP, NY 2/00 MFF",2/2/00,2000,NY,FIR,2,13,13,0,0,1,0,150,0
Pacific,2000,363-00,8669,"SAN MATEO,CA 2/00 MUDSLIDE",2/5/00,2000,CA,FLD,3,28,28,0,3,0,0,0,13
North Central,2000,296-00,8670,"SPRINGFIELD, IL 2/00 MFF",2/6/00,2000,IL,FIR,2,18,22,0,0,0,0,0,14
SWARM,2000,294-00,8671,"NAGADOCHES, TX 2/00 MFF",2/8/00,2000,TX,FIR,1,16,26,0,4,0,0,0,10
SWARM,2000,300-00,8672,"OGDEN, UT 2/00 MFF",2/9/00,2000,UT,FIR,2,8,8,0,0,0,0,0,15
Northeast,2000,298-00,8674,"LANCASTER, MA 2/00 MFF",2/11/00,2000,MA,FIR,2,11,11,0,0,0,0,0,14
SE and Caribbean,2000,295-00,8675,ALABAMA 2/00 TORNADO,2/14/00,2000,AL,TOR,1,32,253,0,0,0,0,0,34
SE and Caribbean,2000,297-00,8676,SW GEORGIA 2/00 TORNADO,2/14/00,2000,GA,TOR,4,398,526,20,108,3,0,132,710
Crossroads,2000,301-00,8677,WEST VIRGINIA 2/00 FLOOD,2/18/00,2000,WV,FLD,4,150,528,3,1,16,0,125,260
Crossroads,2000,302-00,8681,NE KENTUCKY 2/00 FLOODS,2/18/00,2000,KY,FLD,4,157,248,2,5,2,0,1,134
Northeast,2000,303-00,8682,"RUTHERFORD, NJ 2/00 MFF",2/18/00,2000,NJ,FIR,3,19,20,0,0,1,0,15,10
SE and Caribbean,2000,305-00,8678,"DECATUR, GA 2/00 MFF",2/18/00,2000,GA,FIR,2,22,22,0,0,0,0,0,8
North Central,2000,306-00,8679,S ILLINOIS 2/00 TORNADO,2/18/00,2000,IL,TOR,2,18,61,0,0,1,0,0,22
Crossroads,2000,308-00,8680,S OHIO 2/00 FLOODS,2/18/00,2000,OH,FLD,3,46,80,2,8,0,0,0,43
North Central,2000,339-00,8684,"WICHITA, KS 2/00 MFF",2/18/00,2000,KS,FIR,2,3,6,0,5,0,0,0,0
Mid Atlantic,2000,345-00,8683,"ARLINGTON, VA 2/00 MFF",2/18/00,2000,VA,FIR,2,5,8,0,0,0,0,0,0
Mid Atlantic,2000,304-00,8685,SW PENNSYLVANIA 2/00 FLDS,2/19/00,2000,PA,FLD,3,70,648,0,0,1,0,10,157
SE and Caribbean,2000,307-00,8687,"CAGUAS, PR 2/00 FLOODS",2/23/00,2000,PR,FLD,2,86,86,0,0,0,0,0,96
SWARM,2000,309-00,8688,"BROOMFIELD, CO 2/00 MFF",2/26/00,2000,CO,FIR,2,44,50,0,5,0,0,0,40
Crossroads,2000,317-00,8689,"COLUMBUS, OH 2/00 MFF",2/26/00,2000,OH,FIR,2,7,11,0,0,0,0,0,7
Mid Atlantic,2000,365-00,8690,"CHARLESTON, SC 2/00 MFF",2/28/00,2000,SC,FIR,2,9,9,0,1,0,0,0,0
Crossroads,2000,310-00,8691,"BICKNELL, IN 2/00 MFF",2/29/00,2000,IN,FIR,2,19,19,0,0,0,0,0,7
#N/A,2000,948-00,44093,MOZAMBIQUE 2/00 FLOODS,3/2/00,2000,OT,FLD,1,0,0,0,0,0,0,0,0
Northeast,2000,314-00,8693,"W NEW YORK, NJ 3/00 MFF",3/3/00,2000,NJ,FIR,2,10,54,0,0,1,0,105,4
Crossroads,2000,312-00,8692,"CASTLE BLUFF, MI 3/00 MFF",3/4/00,2000,MI,FIR,1,18,24,0,0,0,0,0,8
Crossroads,2000,331-00,8694,"GR CLEVELAND, OH 3/00 MFF",3/5/00,2000,OH,FIR,2,2,2,0,0,0,0,0,3
SWARM,2000,313-00,8695,"LAS VEGAS, NV 3/00 MFF",3/7/00,2000,NV,FIR,2,8,8,4,10,0,0,0,8
Northeast,2000,315-00,8696,"RANDOLF, NJ 3/00 MFF",3/8/00,2000,NJ,FIR,1,12,18,0,0,0,0,0,12
North Central,2000,316-00,8697,MISSOURI 3/00 WILDFIRES,3/9/00,2000,MO,FOR,1,7,10,0,0,1,0,2,45
SWARM,2000,320-00,8698,"CALDWELL, TX 3/00 TORNADO",3/10/00,2000,TX,TOR,1,6,6,0,1,0,0,0,13
SE and Caribbean,2000,318-00,8699,CENTRAL AL 3/00 TORNADOES,3/11/00,2000,AL,TOR,4,275,726,1,21,3,0,35,209
SE and Caribbean,2000,321-00,8700,SE LOUISIANA 3/00 TORNADO,3/15/00,2000,LA,TOR,3,101,223,2,42,1,0,31,140
North Central,2000,322-00,8701,ND-MN 3/00 EXPLOSION,3/16/00,2000,ND,EXP,2,10,22,0,5,0,0,0,8
SE and Caribbean,2000,332-00,8702,"MIAMI, FL 3/00 MFF",3/17/00,2000,FL,FIR,2,0,0,0,0,0,0,0,11
SWARM,2000,323-00,8703,"OGDEN, UT 3/00 MFF",3/23/00,2000,UT,FIR,2,6,6,0,1,0,0,0,3
SWARM,2000,325-00,8704,"HODGEN, OK 3/00 TORNADO",3/26/00,2000,OK,TOR,3,31,31,0,0,2,0,186,13
SWARM,2000,324-00,8705,N TEXAS 3/00 FLOOD & TOR,3/28/00,2000,TX,FLT,4,387,1524,4,42,5,0,233,538
Crossroads,2000,403-00,8706,"MIDDLETON, OH 3/00 MFF",3/30/00,2000,OH,FIR,2,3,3,0,0,0,0,0,6
SE and Caribbean,2000,329-00,8707,MS 4/00 FLOODS&WINDSTORMS,4/1/00,2000,MS,FLT,2,29,55,0,0,0,0,0,16
Pacific,2000,333-00,8708,"CHEHALIS, WA 4/00 MFF",4/1/00,2000,WA,FIR,2,9,9,0,1,0,0,0,1
SE and Caribbean,2000,327-00,8709,"METRO ATLANTA, GA 4/00 TOR",4/2/00,2000,GA,TOR,2,5,14,0,7,0,0,0,34
Northeast,2000,328-00,8710,"SOUTH ORANGE, NJ 4/00 MFF",4/2/00,2000,NJ,FIR,1,42,45,0,18,1,0,22,46
SE and Caribbean,2000,326-00,8711,AL 4/00 FLOOD & WINDSTORM,4/3/00,2000,AL,FLT,3,155,360,3,12,3,0,31,94
Northeast,2000,330-00,8712,"BRIDGEPORT, CT 4/00 SFF",4/3/00,2000,CT,FIR,2,1,1,2,2,0,0,0,3
Pacific,2000,334-00,8713,"SEATTLE, WA 4/00 MFF",4/6/00,2000,WA,FIR,2,33,33,0,4,1,0,18,56
Crossroads,2000,380-00,8714,"TOLEDO, OH 4/00 MFF",4/7/00,2000,OH,FIR,2,35,35,0,0,0,0,0,5
SWARM,2000,335-00,8715,"HOUSTON, TX 4/00 MFF",4/8/00,2000,TX,FIR,2,10,12,0,0,0,0,0,5
Crossroads,2000,346-00,8716,"CLEVELAND, OH 4/00 MFF",4/8/00,2000,OH,FIR,2,10,10,0,0,0,0,0,6
SWARM,2000,337-00,8717,"SAN ANTONIO, TX 4/00 MFF",4/12/00,2000,TX,FIR,2,8,8,0,3,0,0,0,11
Mid Atlantic,2000,355-00,8718,"SILVER SPRING, MD 4/00 MFF",4/12/00,2000,MD,FIR,1,6,11,0,0,0,0,0,5
Pacific,2000,340-00,8719,"PARAMOUNT, CA 4/00 OST",4/18/00,2000,CA,OST,1,11,13,0,0,1,0,45,86
Crossroads,2000,344-00,8720,"MT PLEASANT, MI 4/00 MFF",4/18/00,2000,MI,FIR,1,6,6,0,2,0,0,0,6
North Central,2000,341-00,8721,SE KANSAS 4/00 TORNADOES,4/19/00,2000,KS,TOR,4,193,857,0,56,1,0,38,325
Crossroads,2000,342-00,8722,"HENRY CO, OH 4/00 FLOOD",4/21/00,2000,OH,FLD,1,25,126,0,0,1,0,0,30
Pacific,2000,432-00,8723,"SAN BERNADINO, CA 4/00 MFF",4/22/00,2000,CA,FIR,2,4,11,0,0,1,0,47,0
SE and Caribbean,2000,343-00,8725,N LOUISIANA 4/00 TORNADOES,4/23/00,2000,LA,TOR,3,286,945,1,24,3,0,0,130
Mid Atlantic,2000,347-00,8726,"PETERSBURG, VA 4/00 MFF",4/24/00,2000,VA,FIR,2,24,24,0,0,0,0,0,3
Mid Atlantic,2000,349-00,8727,"WESTWOOD, VA 4/00 MFF",4/24/00,2000,VA,FIR,2,23,23,0,0,0,0,0,3
Pacific,2000,351-00,8729,"FRESNO, CA 4/00 MFF",4/28/00,2000,CA,FIR,2,9,31,0,3,0,0,0,14
SWARM,2000,350-00,8730,"BIG COUNTRY, TX 4/00 TOR",4/30/00,2000,TX,TOR,2,14,31,0,0,0,0,0,10
SWARM,2000,354-00,8731,S TEXAS 5/00 TORNADO,5/2/00,2000,TX,TOR,3,34,115,0,2,2,0,12,46
Northeast,2000,361-00,8733,"ATLANTIC CITY, NJ 5/00 MFF",5/2/00,2000,NJ,FIR,2,8,31,0,0,0,0,0,10
Northeast,2000,362-00,8732,"RIDGEWOOD, NJ 5/00 MFF",5/2/00,2000,NJ,FIR,1,1,4,0,4,1,0,13,6
North Central,2000,352-00,8734,"ORR, MN 5/00 WILDFIRES",5/3/00,2000,MN,FOR,2,0,0,0,0,1,0,0,29
Pacific,2000,353-00,8736,GUAM 5/00 CHEMICAL SPILL,5/3/00,2000,GU,HAZ,1,0,0,0,0,1,0,2300,0
North Central,2000,360-00,8735,"DES MOINES, IA 5/00 MFF",5/3/00,2000,IA,FIR,2,24,36,0,0,1,0,0,15
SWARM,2000,366-00,8737,NEW MEXICO 5/00 WILDFIRES,5/4/00,2000,NM,FOR,4,471,15061,2,378,8,0,458,2210
SWARM,2000,379-00,8738,"LOGAN, UT 5/00 MFF",5/4/00,2000,UT,FIR,1,3,7,0,2,0,0,0,30
SE and Caribbean,2000,356-00,8739,"FRANKLIN, TN 5/00 MFF",5/5/00,2000,TN,FIR,2,1,4,0,0,0,0,0,5
SWARM,2000,359-00,8740,"TULSA AREA, OK 5/00 FLOOD",5/6/00,2000,OK,FLD,4,127,352,1,0,3,0,4,156
Northeast,2000,357-00,8741,UME ORONO 5/00 DORMFIRE,5/7/00,2000,ME,FIR,2,34,137,0,0,0,0,0,9
North Central,2000,358-00,8743,E CENTRAL MO 5/00 FLOOD,5/7/00,2000,MO,FLD,3,310,493,2,25,5,0,487,229
SE and Caribbean,2000,367-00,8742,"COLUMBUS, GA 5/00 MFF",5/7/00,2000,GA,FIR,2,16,16,0,0,0,0,0,7
Mid Atlantic,2000,424-00,8744,"NEWBERRY, SC 5/00 MFF",5/9/00,2000,SC,FIR,2,12,16,0,0,0,0,0,0
North Central,2000,368-00,8746,"WATERLOO, IA 5/00 TORNADO",5/11/00,2000,IA,TOR,1,17,44,1,39,1,0,0,33
SE and Caribbean,2000,373-00,8747,PR 5/00 FLASH FLOODS,5/11/00,2000,PR,FLD,1,14,18,0,0,1,0,4,12
North Central,2000,369-00,8748,E WISCONSIN 5/00 TORNADO,5/12/00,2000,WI,TOR,3,117,2428,0,35,2,0,4,211
SWARM,2000,370-00,8750,"BOSQUE CO, TX 5/00 TOR",5/12/00,2000,TX,TOR,2,70,90,1,6,1,0,0,76
North Central,2000,372-00,8749,"LEAVENWORTH CO,KS 5/00 TOR",5/12/00,2000,KS,TOR,2,20,173,1,0,2,0,0,27
SWARM,2000,371-00,8751,"DALLAS, TX 5/00 MFF",5/13/00,2000,TX,FIR,2,16,73,0,0,1,0,23,23
#N/A,2000,984-00,8752,TOPOFF EXERCISE 5/00,5/16/00,2000,UK,OTH,1,0,0,60,197,0,0,0,66
Mid Atlantic,2000,375-00,8753,"PORTSMOUTH, VA 5/00 MFF",5/17/00,2000,VA,FIR,2,24,24,0,0,0,0,0,9
SWARM,2000,377-00,8754,"LIBERTY, TX 5/00 FLOOD",5/19/00,2000,TX,FLD,2,100,125,0,0,1,0,65,12
Mid Atlantic,2000,374-00,8755,EXEC AIRLINES CRSH 5/00 PA,5/21/00,2000,PA,TRA,2,0,0,19,0,0,0,0,37
Crossroads,2000,376-00,8757,"GRAYSON CO, KY 5/00 TOR",5/23/00,2000,KY,TOR,2,86,186,0,25,1,0,10,60
SE and Caribbean,2000,378-00,8758,"KNOX CO, TN 5/00 TORNADO",5/23/00,2000,TN,TOR,1,7,33,0,0,1,0,0,0
SE and Caribbean,2000,381-00,8759,TENNESSEE 5/00 FLOOD & TOR,5/24/00,2000,TN,FLT,3,202,537,5,7,3,0,39,95
SWARM,2000,454-00,8760,N ARKANSAS 5/00 WINDSTORM,5/24/00,2000,AR,OST,2,39,135,0,6,0,0,0,0
Mid Atlantic,2000,382-00,8761,NORTH CAROLINA 5/00 TOR,5/25/00,2000,NC,TOR,3,344,1267,2,4,1,0,0,131
Pacific,2000,383-00,8762,"ANCHORAGE, AK 5/00 MFF",5/25/00,2000,AK,FIR,2,10,10,0,2,0,0,0,8
SE and Caribbean,2000,384-00,8763,FLORIDA 5/00 WILDFIRES,5/27/00,2000,FL,FOR,2,8,10,0,0,8,0,28,261
North Central,2000,385-00,8768,SE MINNESOTA 6/00 FLOOD,6/1/00,2000,MN,FLD,2,16,75,0,0,2,0,59,20
SE and Caribbean,2000,387-00,8764,"FT LAUDERDALE,FL 6/00 BLDG",6/1/00,2000,FL,BDC,3,112,112,0,1,1,0,18,59
SWARM,2000,390-00,8765,"BROOKFIELD, AZ 6/00 MFF",6/1/00,2000,AZ,FIR,2,11,27,0,0,0,0,0,9
Northeast,2000,391-00,8767,"NEW BEDFORD, MA 6/00 MFF",6/1/00,2000,MA,FIR,1,6,6,0,0,0,0,0,4
Northeast,2000,388-00,8769,"HEMPSTEAD, NY 6/00 MFF",6/3/00,2000,NY,FIR,1,9,19,0,0,1,0,4,37
Northeast,2000,393-00,8770,"PAWTUCKET, RI 6/00 MFF",6/3/00,2000,RI,FIR,2,11,11,0,0,0,0,0,6
SWARM,2000,386-00,8771,N TEXAS 6/00 FLOODS,6/4/00,2000,TX,FLD,3,38,188,1,3,4,0,70,111
Pacific,2000,392-00,8772,"VANCOUVER, WA 6/00 MFF",6/4/00,2000,WA,FIR,2,14,14,0,0,0,0,0,3
Pacific,2000,389-00,8773,"ANCHORAGE, AK 6/00 MFF",6/6/00,2000,AK,FIR,2,30,38,0,2,1,0,6,28
SWARM,2000,395-00,8774,COLORADO 6/00 WILDFIRES,6/11/00,2000,CO,FOR,3,57,80,0,23,4,0,355,424
Crossroads,2000,399-00,8775,"3HAMILTON, OH 6/00 MFF",6/11/00,2000,OH,FIR,2,6,6,0,0,0,0,0,1
Northeast,2000,418-00,8776,"NEW BEDFORD, MA 6/00 MFF#2",6/11/00,2000,MA,FIR,2,4,4,0,1,0,0,0,8
North Central,2000,396-00,8778,N CENTRAL IL 6/00 FLOOD,6/12/00,2000,IL,FLD,2,27,471,0,2,2,0,0,240
North Central,2000,394-00,8777,E NORTH DAKOTA 6/00 FLOODS,6/13/00,2000,ND,FLD,4,94,3905,4,10,5,0,15,239
Northeast,2000,397-00,8779,"LEWISTON, ME 6/00 MFF",6/15/00,2000,ME,FIR,2,18,18,0,3,1,0,4,4
SWARM,2000,398-00,8780,"BROWNWOOD, TX 6/00 FLOOD",6/15/00,2000,TX,FLD,3,62,201,0,0,0,0,0,23
Pacific,2000,435-00,8781,"LOS ANGELES, CA 6/00 MFF",6/15/00,2000,CA,FIR,2,2,4,0,0,0,0,0,0
SWARM,2000,400-00,8782,"ST GEORGE, UT 6/00 MFF",6/21/00,2000,UT,FIR,1,21,45,0,0,0,0,0,15
SE and Caribbean,2000,401-00,8783,"AUGUSTA, GA 6/00 MFF",6/22/00,2000,GA,FIR,2,18,18,0,0,0,0,0,3
Pacific,2000,402-00,8784,S CENTRAL WA 6/00 WFIRES,6/28/00,2000,WA,FOR,2,12,12,0,1,4,0,87,212
Pacific,2000,453-00,8785,"LOS ANGELES, CA 6/00 MFF#2",6/29/00,2000,CA,FIR,2,6,18,0,0,1,0,28,0
SWARM,2000,485-01,8786,WYOMING 7/00 WILDFIRES,7/1/00,2001,WY,FOR,2,0,5,0,0,3,0,99,102
SWARM,2000,670-01,8788,OKC BOMBING RECOVERY PROJ,7/1/00,2001,OK,EXP,1,0,0,0,11,0,0,0,138
#N/A,2000,688-01,9090,RED RIVER CONTINUING ASSIS,7/1/00,2001,UK,FLD,1,0,0,0,0,0,0,0,0
SE and Caribbean,2000,951-01,8789,CNTRL FL TOR REC/PREP PROJ,7/1/00,2001,FL,OTH,3,0,0,0,0,0,0,0,0
#N/A,2000,952-01,8787,DISASTER FLEET MAINTENANCE,7/1/00,2001,UK,OTH,1,0,0,0,0,0,0,0,0
#N/A,2000,953-01,8790,DISASTER ID PROJECT,7/1/00,2001,UK,OTH,1,0,0,0,0,0,0,0,0
#N/A,2000,954-01,8792,DIS ACCT 7/00 SHARED COSTS,7/1/00,2001,UK,OTH,1,0,0,0,0,0,0,0,0
#N/A,2000,955-01,8791,DOC ASSIGNMENTS,7/1/00,2001,UK,OTH,1,0,0,0,0,0,0,0,0
#N/A,2000,956-01,8798,PURCHASE CARD DEFAULT,7/1/00,2001,UK,OTH,1,0,0,0,0,0,0,0,0
#N/A,2000,957-01,8797,CAPITAL RELIEF FY 99,7/1/00,2001,UK,OTH,1,0,0,0,0,0,0,0,0
#N/A,2000,959-01,44095,SPECIAL HURR 2/00 PREP,7/1/00,2001,UK,HUR,1,0,0,0,0,0,0,0,0
Northeast,2000,960-01,44096,PROJECT OPSAIL 7/00 NJ,7/1/00,2001,NJ,OTH,1,0,0,0,0,0,0,0,0
#N/A,2000,970-01,8796,CAPITAL RELIEF EQUIP FY 00,7/1/00,2001,UK,OTH,1,0,0,0,0,0,0,0,0
#N/A,2000,971-01,8795,CAPITAL RELIEF TNG FY 00,7/1/00,2001,UK,OTH,1,0,0,0,0,0,0,0,0
#N/A,2000,974-01,8794,CAPITAL EQUIPMENT FY 01,7/1/00,2001,UK,OTH,1,0,0,0,0,0,0,0,0
#N/A,2000,975-01,8793,DISASTER TRAINING FY 01,7/1/00,2001,UK,OTH,1,0,0,0,0,0,0,0,0
#N/A,2000,985-01,43063,EST/ESF ASSIGNMENTS,7/1/00,2001,UK,OTH,1,0,0,0,0,0,0,0,0
SE and Caribbean,2000,986-01,47833,"AMERICUS, GA HABITAT SUPP",7/1/00,2001,GA,OTH,1,0,0,0,0,0,0,0,0
Northeast,2000,405-01,8799,"BROCKTON, MA 7/00 MFF",7/2/00,2001,MA,FIR,1,4,12,0,0,0,0,0,7
Crossroads,2000,415-01,8802,"COLUMBUS, OH 7/00 MFF",7/4/00,2001,OH,FIR,1,8,8,0,0,0,0,0,3
SWARM,2000,410-01,8803,"CALDWELL CO, TX 7/00 MFF",7/5/00,2001,TX,FIR,2,1,2,5,0,0,0,0,4
North Central,2000,407-01,8804,CENTRAL MN 7/00 FLD & TOR,7/7/00,2001,MN,FLT,4,205,618,1,67,2,0,27,241
Crossroads,2000,409-01,8805,"TOLEDO, OH 7/00 MFF",7/7/00,2001,OH,FIR,2,23,25,0,0,0,0,0,5
North Central,2000,408-01,8806,SE MINNESOTA 7/00 FLOOD,7/9/00,2001,MN,FLD,2,0,0,0,0,0,0,0,0
Mid Atlantic,2000,406-01,8809,"WILMINGTON, DE 7/00 MFF",7/10/00,2001,DE,FIR,2,12,12,1,2,1,0,15,18
Crossroads,2000,411-01,8810,"VISTULA/TOLEDO,OH 7/00 MFF",7/11/00,2001,OH,FIR,3,47,47,0,0,0,0,0,6
North Central,2000,413-01,8811,"DULUTH, MN 7/00 MFF",7/11/00,2001,MN,FIR,2,8,8,0,0,0,0,0,5
North Central,2000,412-01,8814,"GR OZARKS, MO 7/00 FLOOD",7/12/00,2001,MO,FLD,3,53,400,0,1,0,0,0,56
Northeast,2000,414-01,8815,"SPRINGFIELD, MA 7/00 MFF",7/12/00,2001,MA,FIR,2,13,13,0,0,1,0,50,23
Crossroads,2000,420-01,8816,KENTUCKY 7/00 WINDSTORM,7/14/00,2001,KY,OST,2,16,39,0,1,0,0,0,6
Crossroads,2000,416-01,8817,"LANSING, MI 7/00 MFF",7/15/00,2001,MI,FIR,2,53,72,0,0,0,0,0,35
Pacific,2000,419-01,8818,"SAN FRANCISCO, CA 7/00 MFF",7/15/00,2001,CA,FIR,3,7,25,1,16,1,0,40,103
SWARM,2000,417-01,8819,E TEXAS 7/00 DROUGHT,7/17/00,2001,TX,DRT,1,0,1054,0,1,0,0,0,16
SWARM,2000,431-01,8820,"RENO, NV 7/00 MFF",7/18/00,2001,NV,FIR,2,4,9,0,2,0,0,0,20
Mid Atlantic,2000,498-01,8821,"ARLINGTON, VA 7/00 MFF",7/18/00,2001,VA,FIR,2,6,6,0,0,0,0,0,0
Pacific,2000,422-01,8824,"NORTH PLAINS, OR 7/00 MFF",7/20/00,2001,OR,FIR,2,95,95,0,0,0,0,0,76
North Central,2000,427-01,8825,MONTANA 7/00 WILDFIRES,7/20/00,2001,MT,FOR,4,78,2155,0,43,10,0,156,705
Pacific,2000,421-01,8826,"SAN JOSE, CA 7/00 MFF",7/21/00,2001,CA,FIR,3,18,20,0,4,2,0,185,105
Pacific,2000,423-01,8827,N CENTRAL WA 7/00 WFIRES,7/22/00,2001,WA,FOR,3,45,59,1,23,2,0,94,87
Mid Atlantic,2000,480-01,8828,"CHAPEL HILL, NC 7/00 FLOOD",7/24/00,2001,NC,FLD,2,40,60,0,1,1,0,18,22
North Central,2000,425-01,8829,W MINNESOTA 7/00 TORNADO,7/25/00,2001,MN,TOR,4,145,309,1,30,0,0,0,207
North Central,2000,426-01,8830,"MANHATTAN, KS 7/00 MFF",7/25/00,2001,KS,FIR,2,20,20,0,0,0,0,0,15
#N/A,2000,958-01,44094,AIRFRANCE CONCRDE 7/00CRSH,7/25/00,2001,OT,TRA,1,0,0,0,0,0,0,0,0
Northeast,2000,461-01,8831,"NASHUA, NH 7/00 MFF",7/26/00,2001,NH,FIR,2,10,10,0,0,0,0,0,5
SWARM,2000,538-01,8938,"SANTA CLARA, NM 7/00 MFF",7/27/00,2001,NM,FIR,2,60,60,0,6,1,0,29,0
SE and Caribbean,2000,428-01,8832,"HATTIESBURG, MS 7/00 MFF",7/28/00,2001,MS,FIR,1,1,10,0,0,1,0,36,8
Pacific,2000,429-01,8833,TS DANIEL WATCH 7/00 HI,7/28/00,2001,HI,HUR,2,0,0,0,0,7,0,0,313
Crossroads,2000,433-01,8834,"TOLEDO, OH 7/00 FLOOD",7/29/00,2001,OH,FLD,3,32,154,0,0,0,0,0,65
Mid Atlantic,2000,430-01,8837,"LOWER BUCKS CO,PA 7/00 FLD",7/30/00,2001,PA,FLD,2,12,183,0,0,1,0,0,33
Pacific,2000,605-01,9004,"PECHANGA, CA 7/00 MFF",7/31/00,2001,CA,FIR,2,0,4,0,0,1,0,25,0
SE and Caribbean,2000,965-01,8766,PR DISASTER PREPAREDNESS,8/1/00,2001,PR,UKN,2,0,0,0,0,0,0,0,13
North Central,2000,434-01,8838,W SOUTH DAKOTA 8/00 WNDSTM,8/2/00,2001,SD,OST,2,36,112,0,2,1,0,58,20
North Central,2000,436-01,8842,E SOUTH DAKOTA 8/00 TOR,8/5/00,2001,SD,TOR,2,11,26,0,12,1,0,0,63
North Central,2000,437-01,8843,"MIDDLETON, WI 8/00 MFF",8/5/00,2001,WI,FIR,2,24,24,0,0,0,0,0,18
Pacific,2000,439-01,8844,"SAN JOSE, CA 8/00 MFF",8/5/00,2001,CA,FIR,1,5,9,0,0,0,0,0,4
Mid Atlantic,2000,438-01,8845,SW PENNSYLVANIA 8/00 FLOOD,8/6/00,2001,PA,FLD,3,42,660,0,2,0,0,0,103
Mid Atlantic,2000,445-01,8846,"LANCASTER, PA 8/00 MFF",8/7/00,2001,PA,FIR,2,6,8,0,0,0,0,0,3
Crossroads,2000,440-01,8847,W WEST VIRGINIA 8/00 FLT,8/9/00,2001,WV,FLT,2,21,45,0,4,0,0,0,27
#N/A,2000,966-01,44098,HURR PREP 2000 CNTNENTL US,8/10/00,2001,UK,HUR,3,0,0,0,0,0,0,0,0
Northeast,2000,446-01,8848,SW CONNECTICUT 8/00 FLOODS,8/11/00,2001,CT,FLD,3,27,159,0,0,0,0,0,63
North Central,2000,441-01,8849,"DEVILS LAKE, ND 8/00 TOR",8/12/00,2001,ND,TOR,2,19,111,0,0,0,0,0,10
Northeast,2000,442-01,8850,NW NEW JERSEY 8/00 FLOOD,8/13/00,2001,NJ,FLD,4,98,885,1,10,7,0,340,211
SWARM,2000,443-01,8851,HURR BERYL WATCH 8/00 TX,8/14/00,2001,TX,HUR,1,0,0,0,0,0,0,0,0
Pacific,2000,444-01,8852,"MILWAUKEE, OR 8/00 MFF",8/14/00,2001,OR,FIR,2,8,34,0,20,0,0,0,49
SWARM,2000,672-01,9067,"DALLAS, TX 8/00 MFF",8/14/00,2001,TX,FIR,2,16,16,0,0,1,0,0,0
SWARM,2000,447-01,8853,ARIZONA 8/00 TORNADOES,8/16/00,2001,AZ,TOR,1,11,27,0,4,0,0,0,26
#N/A,2000,961-01,44097,DOC BRIEFING CONF CALLS,8/16/00,2001,UK,OTH,1,0,0,0,0,0,0,0,0
Crossroads,2000,448-01,8854,CENTRAL WV 8/00 FLOODS,8/17/00,2001,WV,FLD,3,45,86,0,0,1,0,2,34
SWARM,2000,452-01,8855,"LITTLE ROCK, AR 8/00 MFF",8/17/00,2001,AR,FIR,2,17,20,0,4,0,0,0,16
SWARM,2000,468-01,8856,"BINGER, OK 8/00 WILDFIRES",8/20/00,2001,OK,FOR,2,4,4,0,4,0,0,0,37
SE and Caribbean,2000,449-01,8857,HURR DEBBY WTCH 8/00 ST TH,8/21/00,2001,VI,HUR,2,0,0,0,0,5,0,64,87
SE and Caribbean,2000,450-01,8858,HURR DEBBY WATCH 8/00 STX,8/21/00,2001,VI,HUR,1,0,0,0,0,1,0,28,25
SE and Caribbean,2000,451-01,8859,HURR DEBBY WATCH 8/00 PR,8/21/00,2001,PR,HUR,1,406,446,1,0,29,0,141,175
